           Lore1	           Lore2	          Lore10	         Lore100	
       -0.434442	       -0.362173	        -1.35103	       -0.704106	
        0.253853	         1.81685	        0.714677	         1.52939	
        -5.20117	        -2.04272	        -1.18552	          7.8412	
        -2.99621	        -1.26815	        0.325401	      -0.0726866	
        -80.6576	        -40.3319	         -7.8636	         1.19457	
       -0.107462	         13.5251	         2.01696	         0.34339	
        0.651297	       -0.177739	         3.31564	        0.872041	
        0.609539	         1.67632	         1.38105	        0.181455	
         2.13661	        0.737517	         2.30822	         2.99444	
        0.376322	        0.766492	        -3.06601	       -0.550353	
       -0.376032	       -0.226862	         -1.5293	       -0.870748	
         0.84324	        0.502859	       -0.730316	       -0.286178	
      -0.0791793	       -0.319297	       0.0124023	         4.24994	
         0.71207	        0.157895	        -2.45109	       -0.022959	
        0.714789	         5.60096	        0.974322	          0.1631	
        0.507841	        -5.01938	       -0.465273	        0.223028	
        -1.84578	       -0.673306	       -0.901146	         1.87401	
        -1.76651	        -1.07977	        -1.53198	         0.18506	
        -2.77928	        -1.83748	         2.30939	       -0.240349	
        -1.86871	       -0.372663	       -0.550514	         2.56422	
       0.0914892	        -1.94445	        -3.77074	        0.873403	
         16.0238	         7.74304	         2.39612	        0.409525	
        -2.52365	        -2.98352	       -0.622593	         1.12977	
         1.93485	         1.13012	         3.85372	         1.24757	
      -0.0323106	       0.0434413	        0.397154	        -2.16783	
         0.45186	        0.183091	       -0.733437	        0.514638	
         93.5846	         46.9751	         10.1613	        0.577274	
        0.204492	        0.330798	        0.357161	          1.8943	
       0.0674278	       -0.353032	        0.790907	        0.223849	
        -1.34927	        -0.56746	       -0.260288	       -0.367914	
         -1.2897	        0.584587	        0.453992	         10.2832	
         4.19722	         7.24275	       -0.893355	         3.90816	
        0.141549	        0.467003	       -0.543586	         1.27036	
         1.16398	         1.00082	       -0.601395	        -0.60367	
         0.04965	        0.138568	        -0.63469	       -0.579839	
         2.41806	        0.698383	        -4.57621	        -2.04611	
        0.892498	        0.604286	       -0.104344	        0.846496	
         2.23032	       0.0946512	        -0.40792	      -0.0459141	
       -0.436601	        -2.36078	       -0.118122	        -9.05511	
         1.58107	        0.528731	        -1.26381	         -2.6774	
        0.121169	        0.276459	       -0.112248	       -0.109882	
        0.209578	       0.0473491	          3.5973	         4.58251	
         0.84937	       -0.260621	         0.44764	        0.713376	
        -3.98816	        -11.3815	        -3.51993	        -2.58303	
         1.47061	        0.417872	         7.46129	         1.30916	
        -2.67906	        -1.44111	       -0.165122	        0.453511	
        -1.88571	        -1.62061	        0.209033	        0.237376	
     -0.00458292	           0.361	        0.288145	       -0.624912	
        0.467096	         18.7942	          2.2915	      -0.0801893	
        0.813013	        0.697912	        -1.67588	       -0.408567	
        0.678992	        0.485938	        0.518041	        -1.08081	
          1.5951	        0.894985	        -4.80574	       -0.474661	
        -1.11655	        -1.27031	       -0.305277	         -1.0628	
         1.00394	         0.14413	          2.2737	        0.637885	
        0.644461	       0.0769049	        0.339415	         8.69272	
        -45.5437	        -20.5351	        -3.59743	         1.02717	
      -0.0410375	       -0.567154	        -7.14508	        -6.61372	
        0.376865	        0.342588	        -1.44652	    -0.000124963	
        0.289534	       -0.599133	         19.1115	         2.98564	
        0.235802	        -0.10107	         0.91762	       -0.488877	
       -0.454135	        0.048431	         1.11626	        0.171862	
         1.13952	         0.54331	      -0.0552856	        -0.34971	
        0.378079	        0.579818	       -0.879411	        -1.35224	
        -2.85798	        -9.48543	        -1.02492	        -2.09483	
        -2.13612	        -1.47521	       -0.202086	      -0.0384824	
      -0.0615178	        0.597662	        -1.76461	        -4.26601	
        -8.39053	        -4.08151	        -1.82597	         2.08869	
        -0.76401	        0.970067	         3.99197	        0.630593	
         1.88583	        0.878215	         17.4129	         2.91891	
        -2.43492	        -1.30138	       0.0389144	       -0.217887	
        0.677757	         2.35153	        0.517415	       -0.181279	
        -7.62691	        -3.72929	         9.74507	         2.97986	
         6.44977	         2.18697	         1.09043	        0.137329	
      -0.0489459	       -0.115491	      -0.0270286	         1.65763	
        0.751955	        0.346539	        0.853318	         5.41089	
         5.62964	         2.59701	        0.837649	      -0.0286519	
         0.88322	       -0.614704	       -0.446372	       -0.899766	
         1.39978	         1.33376	         2.36021	       -0.889154	
       -0.121699	        -0.30001	       -0.546054	        -1.36439	
         11.1622	         5.30918	         1.83297	         2.75215	
        0.419948	         1.15545	         35.0868	        -1.78399	
         1.17403	         1.50068	         26.4079	         1.89267	
          1.9645	         1.16079	        0.718218	       -0.298283	
       -0.849004	       -0.844854	        0.196206	         29.0799	
         -3.8011	          -2.011	        -1.30364	        -1.19497	
         2.76244	        0.556642	        -3.15783	       -0.426137	
          1.7187	        0.182304	        -136.063	         -13.955	
       -0.785514	         2.42555	         2.07034	        -1.56891	
         15.6699	         7.90838	         2.37418	         1.65357	
         1.36163	      -0.0555368	       -0.502042	       -0.243009	
         364.009	         181.781	          37.403	         4.16199	
        -29.8557	        -15.6492	        -3.81629	        0.281633	
       0.0515943	       -0.161759	        0.913449	        0.260235	
         7.63588	         11.6089	         2.43869	       -0.908199	
         1.42934	         0.57722	       -0.330208	        -3.17036	
       -0.513232	       -0.104246	       0.0200938	         2.35568	
         1.29373	        0.986054	        -1.10826	         6.24531	
         1.99975	        0.692812	      -0.0758229	       -0.219771	
        0.773292	        0.734972	        -27.7488	         -2.3846	
        -3.96891	         6.31907	         1.08643	       -0.689171	
        0.417967	        0.768979	       -0.313935	         2.12932	
        -2.08606	        -7.56619	        -2.34331	       -0.863327	
         2.83176	         1.66708	        -1.36167	        0.312551	
        -1.04945	       -0.589814	          1.2467	         1.52113	
        0.227426	         0.28677	         8.56103	        0.134812	
        0.392798	        0.704479	        0.369879	         4.89288	
        -3.56772	       -0.927657	         -1.5619	       -0.270106	
        0.458772	        0.207214	        0.196777	         1.53602	
        -2.44263	        -2.20801	        -3.20391	        -17.1806	
       -0.698058	        -0.61028	         4.39051	         2.46811	
        0.358123	      0.00568646	        0.321533	        -1.71007	
         2.96988	         1.03158	        0.702337	       -0.204347	
        -9.28054	        -6.89195	        -6.69302	        -0.94327	
       -0.494989	         2.01818	         1.04102	         0.23114	
        0.144155	         1.68162	         1.32224	         13.7921	
       -0.164913	       -0.679005	        -1.62754	        0.596335	
        -3.65084	       -0.417396	       -0.526434	        0.449799	
        -4.28412	         -1.9333	        -2.22998	        0.378146	
        0.408418	        0.959367	       -0.948957	       -0.608102	
       -0.810364	        -1.69677	         4.51749	         12.8653	
        0.330131	         10.5887	         1.07721	         4.12354	
        0.261829	       -0.745638	      -0.0205239	        -0.31032	
        -1.69777	        -1.66224	         2.76088	         1.67325	
        0.716323	         0.21129	        -5.97065	       -0.668714	
        0.903256	        0.201557	         0.15027	       -0.625429	
         5.10718	         2.97175	         1.89271	       -0.646721	
        -1.24153	        -6.93975	        -1.46993	         1.47515	
         0.16395	        0.766864	         -1.8091	        0.910472	
       -0.323524	       0.0292534	        -0.90524	         4.03711	
      -0.0572957	       -0.580368	         6.78353	         1.73488	
         11.0218	           6.997	        0.229877	        -2.59346	
        0.110407	       -0.362094	        -0.29239	       -0.758429	
         2.04695	        0.915227	          1.1619	         1.31364	
       -0.349834	        0.974963	         6.84327	        0.602469	
         182.556	         93.2834	         18.0639	         2.17862	
        0.914214	        -3.49332	        -2.10696	        0.916376	
         2.15227	         1.18135	         -1.4809	        -1.24974	
        0.565036	        0.793083	        0.261797	         6.74901	
       -0.549715	         0.32134	        0.405905	       -0.245175	
      -0.0249018	        0.856016	        0.909738	      -0.0615816	
        -2.38322	        0.276585	       -0.061331	        0.107216	
         1.87091	        0.586687	        0.690122	          1.9559	
         -5.4633	        -6.50634	        -1.19479	         -7.1617	
        -2.08355	        -3.80838	       -0.372847	       0.0239162	
       -0.893132	        -2.93681	       -0.185862	        -7.24411	
         1.03046	        0.284362	       -0.597205	        0.464837	
        -9.64686	        -5.15708	        -1.73324	       -0.199084	
       0.0862133	       -0.684428	         2.53015	        -1.30459	
       -0.288405	        0.549924	        -7.00855	         2.20162	
        -1.55817	       -0.719693	       -0.874783	        0.408306	
        -4.64369	        -2.42647	       -0.464382	        0.242484	
         0.75487	       -0.162752	        0.789709	        -1.07923	
       -0.333227	        -3.63572	      -0.0953586	        0.803146	
        -2.51516	        -2.53375	      -0.0498869	       -0.174406	
        -1.51292	       -0.871399	       -0.108413	       -0.302124	
        0.640961	       -0.103576	        0.638631	       0.0606087	
       -0.340263	        0.593437	        0.502456	        -2.40958	
        -3.86694	        -4.01881	       -0.863477	       -0.629627	
       -0.719807	        -4.82424	        -1.46622	       -0.791119	
        -0.19939	        -2.89882	        -1.44736	        0.181102	
         1.06889	        -42.7996	        -6.67826	        -1.29901	
        -2.46023	        0.777582	         3.51641	       -0.714549	
        -41.9117	        -21.4836	        -4.57582	        -3.53967	
       -0.765935	         2.51958	       -0.224595	       0.0986056	
         1.80134	          0.2196	         1.60054	        0.832196	
        0.173316	       -0.342388	         5.74434	       -0.907111	
         6.49077	         3.45947	         2.14853	        -0.04101	
         0.50267	        -0.33366	       -0.106458	          1.0093	
         1.97509	         1.13588	       -0.110906	          1.9602	
        0.329127	       0.0938822	        0.113385	        -3.69012	
        -4.87564	        -4.32766	         19.1247	         2.21918	
       -0.530315	      0.00297102	       -0.818236	       -0.209986	
        -2.19954	      -0.0634147	         0.33856	        0.167382	
          3.4936	         3.48457	         1.57384	       -0.514947	
        0.655257	       -0.768023	        -1.01395	         3.43454	
         1.91319	         1.31121	          0.1857	        -334.102	
       -0.654124	       -0.113659	          -1.534	        -1.79973	
         0.82358	         4.79792	         2.11278	        -1.65253	
       -0.398237	       -0.414773	       -0.195925	        -4.17524	
         2.14755	         1.00099	         3.64378	         1.69539	
         5.70318	         4.41727	         2.49687	         2.49398	
        -6.46664	         -3.6067	        -1.53388	        0.343315	
         8.60191	         4.66021	          2.4713	         3.84016	
         -2.3383	        -1.31169	       -0.741828	        -3.85357	
         34.6359	           16.88	         3.75662	        0.184836	
         13.8248	         6.31878	         1.41351	        -1.91046	
         5.03976	         2.42286	        0.168989	        -1.67489	
         -1.1238	       -0.608624	        -3.01651	      -0.0896624	
        -1.71226	        -6.22722	         3.31781	        0.740893	
        -7.87485	        -5.22744	         0.11493	       0.0379914	
       -0.708077	        0.243765	       -0.160113	        0.755077	
      -0.0463704	        0.295134	         16.0411	         0.69368	
       -0.483887	         1.10309	         -8.2426	        0.831654	
        -16.8704	        -8.94755	         8.92963	        -5.83618	
        0.425933	         3.78518	       -0.915208	          -2.803	
         -3.0591	        -2.29098	         6.94512	        -1.86904	
        0.954389	        -1.18222	        -1.27015	     -0.00879484	
        -2.40752	       -0.724142	        -1.29888	        -1.43947	
       -0.409277	       -0.417175	       -0.426857	        -0.11866	
        0.939514	        0.920107	        0.709655	        0.268915	
        -2.14254	        -1.17892	        -1.16228	         16.1686	
         3.05832	         1.89891	            1.62	         14.2146	
        -1.97861	        -1.62287	        -162.561	        -12.1321	
         1.38118	        0.616509	        -1.16374	       0.0478737	
       -0.407447	       -0.806347	         -1.8659	        -1.12503	
        0.343421	        0.109413	       -0.236044	       -0.877591	
        0.366653	        -0.16679	         1.58108	       -0.859837	
         1.45439	        0.468048	         -4.5818	       -0.090202	
       0.0492439	        -8.37569	       -0.779601	        -1.18434	
        0.625797	         0.45004	        0.612968	        0.517883	
         8.81469	         3.89369	        -1.25621	        -0.26645	
       -0.357506	        0.373853	       -0.639724	        0.351029	
        0.523291	       -0.708112	        0.600387	       -0.855031	
        0.666345	        -1.80666	         0.23737	         2.66037	
         1.83456	         1.02978	        -1.82958	       -0.599559	
        0.455024	        0.208081	        0.330451	           2.182	
        0.619538	        0.804784	       -0.182753	        0.999367	
        0.377183	        0.118831	         1.70269	        0.421375	
        -13.8585	        -6.94472	       -0.558549	         1.24516	
        -2.27652	        -1.42975	        -1.00078	         1.73646	
        0.854944	        0.319922	        -1.12593	         2.71009	
        -4.36511	        -2.37855	      -0.0718281	      -0.0538569	
       -0.391417	        0.116964	         18.3135	         4.62588	
       0.0980157	        0.256359	        -1.38742	        0.113207	
       -0.503951	         1.34632	        -85.8249	        -9.09447	
         1.68503	        0.929627	         3.72472	         2.27422	
        0.467395	        0.217805	     -0.00470955	       -0.275917	
        0.564809	        0.119466	        0.584949	        -5.09794	
        -1.10986	       -0.357947	       -0.957261	        0.552159	
        -29.5595	        -14.9708	        -3.01751	       -0.608171	
         7.85715	         2.41053	         1.70664	         1.23911	
        0.467354	         1.07445	        0.232399	        -2.02538	
       -0.580347	        -1.75545	         6.58903	       -0.128727	
        -5.44111	        -3.36953	          -2.732	        0.774391	
        0.602815	        -2.78192	        0.498117	        -0.48635	
       -0.754653	       0.0991561	         2.15661	        -2.07193	
        -13.2068	        -6.19219	           -1.04	         2.93649	
        0.616349	        0.366881	         13.6439	        -0.32376	
          2.8569	        -3.23365	         18.9905	         3.05287	
        -7.25217	        -2.89538	       -0.796276	        0.254751	
        -51.4252	        -26.5904	        -6.32716	       -0.625025	
         -2.9105	        -1.78658	       -0.676975	        0.996675	
         10.8846	         4.57854	         2.30473	        -7.22855	
        0.417155	       0.0981232	        -0.73217	        -2.35326	
        0.993637	        0.951323	       -0.468475	        0.779574	
         32.2071	         14.1695	         2.97271	        -1.25004	
        -11.7709	        -4.27098	        -1.45346	          2.4369	
       -0.361647	         1.22379	        0.534908	         1.68841	
       -0.164916	        -4.33671	        0.107386	        -1.88088	
         0.98192	       -0.240562	        0.338774	           55.94	
         2.97262	        -2.84016	        -21.9331	        -5.77567	
       -0.947584	         1.08265	        0.599253	         -2.1907	
       0.0644577	       -0.157411	        0.326207	         1.01605	
        0.218195	       -0.220265	        0.733413	         1.19316	
        -2.88804	        -1.66084	       -0.295025	         6.43795	
        -10.4624	        -5.41221	       -0.280155	         5.51082	
        0.998208	        0.478667	        0.566733	         2.39311	
        -1.80588	      -0.0446816	       -0.851418	       -0.378838	
        0.765371	        0.485321	       -0.310656	         16.4179	
       0.0170537	         1.47938	        0.111448	        -5.96278	
       -0.251706	         0.67636	        -10.6714	       -0.853082	
        -3.42395	        -1.13969	        0.996254	         -1.6944	
       -0.173476	        0.917159	       -0.484511	       -0.471487	
      -0.0332869	          15.145	         2.13225	        -1.10339	
         3.42057	         3.42248	         1.45749	        0.900306	
        0.020411	      -0.0790254	     -0.00098869	         2.91812	
        0.152925	         1.03645	         0.17092	         1.04266	
         5.12059	            1.29	      -0.0774245	        0.995168	
         2.47602	         1.27394	        -3.68043	        -7.70121	
        -0.70524	       -0.417069	        -7.38389	       -0.942905	
        -4.47954	        -3.97612	         3.55678	        0.232551	
       0.0223958	         0.22119	         5.44972	      -0.0896954	
         2.01477	        -0.96853	        -1.44138	         1.68895	
         12.6599	         5.94968	         1.20779	        0.437499	
         2.39307	        0.924762	       -0.130806	        0.826869	
        -1.81655	        -1.07949	        0.289628	        0.478942	
        0.554085	       0.0624501	     -0.00749735	        0.732081	
         3.51587	         2.43557	         0.42662	       -0.211578	
         1.58299	          0.9871	       -0.431055	        0.035705	
        -2.80289	       -0.203974	      0.00497718	         1.42781	
         6.38249	         3.23295	         1.29728	         6.23668	
        0.114151	        -1.07881	        -1.04547	        -3.04887	
        -0.93708	       -0.203963	       -0.370239	         2.61079	
       -0.162977	        0.394546	       -0.209634	        0.858464	
        0.388345	        0.133431	       0.0167205	       -0.853843	
         1.68615	        0.809738	        -17.4812	        -7.10992	
       -0.587224	       0.0387991	        0.726715	         2.48645	
         22.0142	         9.29297	         2.17178	       -0.096539	
        0.942996	        0.928306	         1.55128	       -0.784806	
        0.710205	         2.96291	         1.58547	        0.345816	
        0.824209	        -0.23088	       -0.421714	       -0.328846	
         2.53507	         0.02499	        0.216257	         1.93306	
        -2.79453	         -2.7513	       0.0512947	         -2.8346	
         1.06262	        0.153243	       -0.179302	        0.304022	
        -1.01326	       -0.326365	        -1.02587	       -0.292546	
        -24.8423	        -12.4442	         3.83624	         -2.1102	
       0.0412406	       -0.177583	       -0.121744	         1.20055	
          2.0552	        0.813935	        0.824544	      -0.0763256	
         3.36881	         1.54138	        0.369159	       -0.150315	
        -1.79732	       -0.736257	         -1.4627	       0.0239206	
        0.308731	         -0.6081	        0.355498	        0.678305	
        0.358994	         4.37454	        0.763391	        -4.86881	
        0.318947	       -0.164093	        0.778942	         1.08036	
         13.0268	         7.72031	        0.131404	       -0.362204	
         2.11714	        0.966655	        -3.32883	        -1.65951	
        -0.65194	         -1.3614	        0.393621	       -0.824207	
         3.68879	         1.62128	     -0.00992699	        -1.22274	
        0.850691	        0.233015	       -0.166039	       -0.909628	
         1.50018	          3.0111	         3.42481	         1.35665	
        -2.48852	        -2.04105	         1.57603	          -14.91	
         1.31974	        0.643736	       -0.847732	       -0.662948	
       -0.106825	       -0.847554	        0.303394	        -2.48109	
       -0.446448	       -0.823228	         2.34028	       -0.729418	
        0.487419	        0.413595	        -4.35418	       -0.788476	
        0.695679	        0.798422	       -0.586696	         1.46469	
        0.532329	        0.359336	       0.0187929	        -1.50872	
        0.236507	       -0.237759	        0.334169	       -0.761327	
        -5.84597	        -2.97889	         2.04311	        -0.94411	
       -0.254044	       -0.106948	        -1.48349	         2.63896	
        0.120036	        0.420085	        -2.62337	        -1.15866	
         -1.1998	         3.75619	        0.303871	         3.11198	
          4.4416	         6.65916	         1.42306	       -0.274294	
        0.413682	         0.90136	       0.0240776	      -0.0222709	
        0.834388	        0.338147	         4.86693	       -0.608633	
       -0.528096	         1.46966	       0.0186062	        -0.75751	
       -0.164031	         5.26363	         1.64025	       -0.607387	
        0.650015	      -0.0899737	         289.869	         30.3787	
         22.2598	         12.3697	         1.86666	       -0.496858	
        0.622028	       -0.623935	        -2.04677	       -0.709379	
     -0.00383947	        -3.87047	        0.118042	       -0.753138	
        -1.11929	       -0.476667	        -1.15888	      -0.0124652	
        -2.25615	        -1.61611	        -1.23417	       -0.867157	
      -0.0746896	        0.200625	        -1.09164	        0.365032	
         2.48721	       -0.190395	        -14.6258	        -2.28457	
        -2.17989	       -0.382321	       -0.515241	        -16.2414	
        -3.18569	        -1.43115	         -5.4854	         3.92517	
        -6.15993	        -3.29848	       -0.753853	       0.0985288	
         2.36341	         10.1396	         4.67871	        0.135624	
        0.243139	        -1.01138	         3.57368	         1.48722	
         1.19541	        -1.55473	        -1.32255	         4.17305	
        -1.36183	       -0.922169	       -0.501931	        -1.70719	
        -2.18253	       -0.221299	        0.520883	         3.55614	
        -1.35169	       -0.577252	       -0.461007	       -0.186526	
       -0.351163	        -1.48601	       -0.507673	       -0.119989	
        -1.14713	         3.24749	         41.3354	         3.36664	
        -2.18737	        -1.80932	       -0.481325	         22.9905	
       0.0886868	         1.67485	        0.524174	        0.968463	
        -0.33479	       -0.013018	       -0.688189	        0.178542	
       -0.410748	        -10.3001	         -2.3916	       -0.349253	
        0.187772	        0.154743	        0.462175	         3.72481	
         2.00234	         1.00656	       -0.317115	        -1.23748	
        -1.18395	       -0.688752	        -2.43007	         9.65803	
     -0.00460898	         2.26705	       -0.617356	         1.50379	
     -0.00930732	        0.279216	        0.117911	        -1.42052	
         1.22967	        -1.37714	        0.372067	         1.23216	
         0.41879	        0.201524	        0.766693	       -0.253327	
       -0.820426	        -2.00504	         1.31902	        0.382763	
        -2.62339	       -0.820928	        0.143785	         1.27772	
          1.5444	         1.39479	       -0.167601	        0.989931	
        -2.32781	        -1.27824	         85.5367	         8.90573	
         15.0375	         8.17976	         2.80207	       -0.531443	
        0.202988	        -5.69897	        -8.24384	         6.91183	
        -1.22606	      -0.0947897	     -0.00123017	        0.073934	
         15.0567	         6.34509	        0.827534	          1.8634	
         1.40707	        0.257414	         -1.1319	       0.0458067	
       0.0746147	       -0.104531	        -5.78638	         0.33599	
         0.76007	        0.228872	       -0.214915	       -0.149842	
        0.331915	         2.20992	        -8.13593	       -0.531203	
         1.91071	        0.703733	        0.659834	         2.15176	
         2.16463	        -2.10518	       -0.292658	         1.92271	
        -9.28327	        -5.25067	        -1.33446	        -1.66013	
        0.480559	       -0.105323	       -0.960685	       -0.126704	
         1.23994	         1.99926	        -5.15227	        -0.48017	
         4.51108	         1.53106	        0.265959	       -0.974518	
       0.0689109	       -0.779195	       -0.588942	         1.42507	
       -0.713793	        -3.15567	        -1.03397	        -1.65488	
         -1.7741	        -3.76934	        0.674454	        0.421493	
        -1.10577	      -0.0776428	         5.32102	        0.157063	
         9.07462	         3.94388	        0.489683	         12.9332	
      -0.0362804	        0.832373	       -0.452909	        0.125535	
       -0.207084	        -1.25298	       -0.292486	         68.4299	
        -1.14548	        -10.7233	        -2.88865	      0.00634197	
        -1.55231	        -0.47172	        0.122833	       -0.260551	
         2.79289	         1.15075	        0.680995	         2.29571	
        -1.65695	       -0.318109	         -2.5247	       -0.329033	
        -2.61755	        -9.50767	        -6.72517	        -1.57015	
         1.30219	       -0.220675	        -0.30267	        -1.11486	
          2.6316	         6.81917	        -6.22322	        0.739716	
       -0.568441	        -0.74709	        -1.97765	        -10.6201	
        0.849309	      -0.0145671	        -8.05682	        0.941181	
         4.33297	         1.74576	         1.48188	       -0.719285	
       -0.279524	       -0.265392	       0.0217807	          3.7591	
        0.407239	        0.199807	       -0.926418	         1.20617	
        -1.21077	       -0.177172	        0.975184	         1.38842	
       -0.349642	        -1.64212	        -114.158	        -15.5521	
         1.27533	        0.565797	        0.226351	       -0.258396	
        0.922318	         14.8114	         2.44202	        0.086354	
         1.13874	      -0.0494693	        0.545355	         2.22036	
        0.810582	        0.653872	       -0.673537	        0.514817	
        0.646249	         1.10938	        0.980455	         2.42411	
         3.15792	         1.39129	        -1.37437	         2.68032	
         1.80104	         3.15109	       -0.548942	        0.763933	
        0.410133	        0.818338	         1.10809	        -1.03221	
        -1.69541	        -1.10145	       -0.126205	       -0.992206	
        0.574281	        0.440351	        0.198337	        -5.83005	
        -17.8985	        -8.72562	        -2.23829	       -0.892003	
        -3.43369	        -1.53673	         102.959	         10.3254	
        -1.13346	        -0.84916	        -14.9857	        -1.73889	
        0.213093	      -0.0923599	        0.129512	       -0.145264	
         3.93071	         2.29567	      -0.0325629	         2.55831	
       -0.216955	        -2.18492	        -1.85658	       -0.141346	
        -4.64405	         1.50166	         0.20572	     0.000554308	
        0.444714	        -1.09803	        -1.77357	        -3.34273	
        -1.53191	        -1.00559	        -4.07107	       -0.968095	
       -0.401414	         0.81962	        -2.13985	        -6.04117	
       -0.791994	        -5.03203	          91.083	         9.67262	
        -1.38517	       -0.706621	       -0.176219	        -2.23446	
         -2.5041	        0.015246	       -0.993318	         1.76117	
         1.52916	         0.89493	          1.1728	         1.45917	
        0.131336	        -1.63998	        0.299152	        0.055753	
        0.548592	        0.831958	        -2.66401	         5.77095	
        0.654272	       -0.764905	        -2.27733	         5.20839	
        0.292777	       0.0924204	        -75.0595	         -8.1954	
         1.17512	        0.432484	         -3.8207	        -4.37401	
       -0.141543	        0.566541	         5.75368	        0.614989	
       -0.580042	       -0.299734	        -3.11685	       -0.475645	
      -0.0947026	       -0.138031	        -1.23172	         1.74691	
         -0.3078	        -1.07061	         2.76966	        0.186866	
         1.10706	        0.460024	         1.30408	        0.268248	
        -4.72023	        -2.81668	        0.782037	        -6.03936	
         2.05042	         8.21057	       0.0688635	       -0.505272	
       0.0976326	        0.119487	       -0.141072	       -0.452682	
        0.476502	       -0.192601	       -0.530378	        0.744353	
         0.52632	       0.0701023	        0.755088	        0.563787	
       -0.833809	         2.02546	       -0.075093	       -0.563582	
         6.68659	          2.5294	        0.415347	        -9.55083	
        -3.15847	        -2.26247	        0.132608	        0.026633	
        -19.6608	        -9.66053	         -1842.2	        -183.972	
         2.47666	        0.979367	         21.0761	          1.6359	
         2.47589	         1.36462	       -0.666496	        -1.33085	
        -1.33644	        0.418297	        0.669871	       -0.580401	
       -0.325798	        0.360697	         1.02476	        -1.92394	
        -1.52754	        0.195757	        -2.14917	        -1.04747	
         3.35726	        0.749603	         3.29679	        -1.18528	
       -0.237449	       -0.212701	        0.716514	         4.35388	
        0.662852	         154.155	         27.7497	         2.06871	
        0.077564	        -11.7898	         -2.5818	      -0.0676027	
       -0.707328	        -0.34492	        0.531177	      -0.0648095	
        -2.33755	        -1.29883	       -0.580171	        -1.22417	
         0.32962	        0.583868	         10.0371	         3.20489	
       -0.317563	       -0.706124	      -0.0929518	         1.32252	
       0.0127642	      0.00588844	       -0.601394	        0.278381	
         3.50697	         1.92011	          97.834	          10.013	
       -0.808701	       -0.213392	       0.0811138	        0.206576	
       -0.410322	        -2.83717	        -1.03196	        0.806342	
       -0.976541	        -0.76965	       -0.360729	        -5.45827	
       -0.310173	        -1.73328	        -1.03932	        0.456568	
      -0.0836427	        0.216215	        0.499828	      -0.0329108	
       -0.182263	        0.517093	        -9.27999	        -1.53205	
        -29.8546	        -14.6879	        -2.62719	       -0.074096	
        0.780934	       -0.322087	       0.0312598	        0.337079	
        -1.21551	        -0.57449	       -0.225923	         2.02032	
         1.99252	        0.856803	        0.807507	        -25.6648	
        -7.01984	         -3.0426	        0.982946	        -1.22101	
       -0.129149	        -1.47128	        -0.73567	       0.0353955	
       0.0777673	        0.586826	         2.53355	         72.2015	
         11.0164	         5.70794	         1.30056	         1.27172	
        -4.15485	        -1.40237	        0.446174	        0.515629	
       -0.867652	       -0.974787	        -1.56985	         1.30428	
        0.656593	        0.699262	        -4.19124	         17.9391	
       -0.436798	         3.04646	         3.49015	         1.23872	
        0.266161	       0.0165635	        -1.68419	         1.28978	
        0.974522	        0.373596	        -2.28544	       -0.392652	
       -0.315731	        -5.77289	         9.93183	         1.17035	
          -1.982	        -1.30733	       -0.403343	       -0.896592	
        -15.2616	        -7.37745	       -0.128208	        0.145503	
          160.85	         79.7546	         15.8895	          1.1544	
       -0.939498	         1.03405	       0.0744722	        0.291608	
         2.67994	          1.2505	         1.27316	       -0.349069	
           2.819	         1.02492	         2.87007	        0.234669	
       0.0988529	         6.29462	        0.644946	        -0.79955	
        -2.06254	        -1.03688	         -1.9334	        -1.22335	
          1.2948	        0.530887	        -0.53913	        0.826428	
        0.643901	        0.830726	        0.447851	        0.498199	
        -0.58713	         -3.1605	          -0.326	       -0.765533	
        -3.66038	       -0.792486	        -2.17189	        -1.84912	
        -1.73822	        -1.15769	      0.00357109	        0.462066	
        0.101081	        0.324995	        -2.28178	        -1.46965	
       -0.488625	       -0.623274	        -1.93729	        0.814756	
        -0.84153	       -0.724404	         2.51672	       -0.207251	
       -0.239848	         2.63099	         -1.1437	       -0.804555	
     -0.00883069	         1.08714	       -0.467544	        -1.25245	
       -0.807181	         -6.4454	          -13.24	        -1.09367	
       -0.929833	        -1.10374	        0.362111	        -2.46197	
          -3.019	        -1.46793	       -0.111078	        -3.20021	
        0.713511	       -0.373492	        -63.4674	        -6.89321	
         0.35606	         2.75906	        -6.23577	       -0.581644	
        -1.41759	        -3.16635	         1.73958	         4.23781	
         -2.0742	         4.84594	          1.2926	       0.0456693	
       -0.332541	       0.0729139	         4.31788	         -23.463	
         4.59228	         2.26026	        0.191444	         1.63345	
        -0.19283	        0.403801	         1.13786	        0.398857	
        0.195523	        0.194825	       -0.393461	         28.5974	
        -1.42521	       -0.368397	         1.99347	         1.44849	
        -1.15767	       -0.810447	       -0.812998	        0.735213	
       -0.511451	       -0.596742	         4.90199	         1.77554	
        -49.2664	        -23.8561	        -4.75288	         33.6605	
        0.148445	        -3.05409	        -2.92523	        0.980238	
      -0.0737319	       -0.393427	        -17.7416	        -2.05591	
        -6.75088	        -2.61116	         5.94381	        0.844729	
       -0.519564	        0.544891	        -1.60953	         2.10335	
        0.437357	        0.433695	         -1.4417	        -24.3826	
        0.310824	      -0.0306172	         4.03957	        -2.88298	
        -1.65986	       -0.687621	        0.134558	        0.526767	
        0.803202	         1.22381	         3.54147	      -0.0502418	
