           unif1	           unif2	          unif10	         unif100	
           0.631	        0.797237	        0.675209	        0.528904	
        0.643213	        0.373296	        0.394239	        0.466687	
        0.510466	        0.351455	        0.544398	        0.494056	
        0.245403	        0.230669	        0.524588	        0.491092	
      0.00751883	        0.196807	        0.453368	        0.506529	
         0.23307	        0.554147	        0.469493	         0.46356	
            0.99	        0.530608	        0.612647	        0.516786	
        0.689777	        0.645697	        0.514421	        0.513444	
        0.731221	         0.79604	        0.456647	        0.481502	
        0.802365	        0.873042	        0.458137	        0.537992	
        0.275224	        0.558708	        0.636253	        0.501637	
        0.466854	        0.506041	        0.358498	        0.475294	
        0.832422	        0.861336	        0.582103	        0.494044	
        0.297469	        0.178731	        0.399183	        0.450789	
         0.66048	        0.731197	        0.555819	        0.503128	
        0.234007	        0.217681	        0.509661	        0.493754	
       0.0130376	        0.398833	        0.501947	        0.454317	
        0.129453	        0.300791	        0.535991	        0.489542	
       0.0316977	       0.0282189	        0.328367	        0.493775	
        0.147866	       0.0865299	        0.249302	         0.46152	
        0.918059	        0.789143	        0.737295	        0.536433	
        0.783869	        0.468381	        0.366452	         0.47254	
        0.292285	        0.267604	        0.451118	        0.527833	
        0.432424	        0.384462	        0.532289	        0.444417	
        0.353714	        0.459711	        0.635539	        0.524378	
       0.0297424	       0.0829936	        0.349739	        0.439241	
       0.0118472	        0.444297	        0.577418	        0.513976	
      0.00958152	        0.296606	        0.385044	        0.504279	
       0.0561618	        0.458659	        0.418583	        0.538871	
        0.324157	        0.312501	        0.287169	        0.481829	
        0.582789	        0.769621	        0.451202	        0.523977	
        0.828762	         0.64207	        0.563815	        0.507246	
        0.911301	        0.503036	        0.402081	        0.502622	
        0.653808	        0.447656	        0.574404	        0.520534	
        0.521501	        0.678076	        0.486325	        0.491097	
        0.796745	        0.777539	        0.493919	        0.484262	
        0.557411	        0.513996	        0.518008	        0.517683	
        0.785224	        0.790922	        0.513049	        0.482402	
        0.186835	        0.510255	        0.422501	        0.524828	
        0.997269	        0.872492	        0.592797	         0.51087	
        0.487989	        0.304086	        0.586868	        0.529959	
        0.486398	        0.493968	        0.534542	        0.487116	
         0.85688	        0.518577	        0.610836	        0.483499	
        0.336876	        0.608493	        0.552416	        0.524669	
       0.0632974	        0.461145	        0.395257	        0.521267	
        0.853472	        0.531009	        0.434663	        0.565742	
        0.835046	        0.869621	        0.411044	        0.489744	
        0.587496	        0.719045	        0.535794	        0.501941	
        0.218362	        0.124257	        0.584239	        0.558373	
        0.389762	        0.540806	        0.593507	        0.504456	
        0.858599	        0.805971	         0.49223	        0.474115	
        0.839646	          0.6607	         0.53815	         0.52485	
         0.63605	        0.345888	        0.520295	        0.532522	
        0.247457	        0.584704	        0.557406	        0.444456	
        0.648977	        0.735966	        0.474037	         0.51833	
       0.0488484	        0.193928	        0.378687	         0.48567	
        0.281341	        0.188282	        0.610851	         0.45435	
        0.205139	        0.289429	        0.424023	        0.504245	
        0.846378	        0.677042	        0.560537	         0.50253	
        0.161758	           0.451	        0.621802	        0.557075	
        0.543181	         0.74994	        0.579227	        0.561615	
       0.0110054	       0.0532016	         0.38126	        0.488049	
         0.96566	        0.904433	        0.622161	        0.502072	
        0.350994	        0.468831	        0.467365	        0.483551	
        0.910793	        0.629606	        0.699294	        0.485621	
       0.0102477	       0.0173657	        0.430142	        0.514534	
        0.331977	        0.349684	        0.469455	        0.522005	
        0.366111	        0.552056	        0.383622	        0.478282	
        0.760647	        0.611719	        0.609189	        0.512827	
        0.177014	         0.21239	        0.440587	        0.527474	
         0.41966	         0.53222	        0.615638	        0.575696	
          0.7135	        0.684233	        0.561531	        0.495978	
        0.118435	        0.331217	        0.508765	        0.488376	
        0.312253	        0.389601	        0.359853	        0.472468	
        0.624675	        0.652546	        0.603472	         0.49363	
         0.19507	        0.595087	        0.518427	        0.522159	
        0.388526	        0.610575	        0.560464	        0.456667	
         0.11756	        0.105049	        0.373091	         0.45275	
         0.52878	         0.26933	        0.517624	        0.476028	
        0.742823	        0.685277	        0.737648	        0.524649	
        0.243825	        0.352923	        0.453127	        0.480761	
        0.824836	        0.529831	         0.40422	        0.488152	
        0.222918	        0.347733	        0.339464	        0.516642	
       0.0561672	       0.0669454	        0.459077	        0.517939	
        0.905548	        0.648228	         0.67896	        0.498339	
        0.108817	        0.466201	        0.487458	        0.603317	
        0.590144	        0.307176	        0.531563	        0.504226	
        0.447063	        0.351903	        0.386823	        0.524476	
        0.709952	        0.462206	        0.472893	        0.529655	
       0.0346248	         0.23868	        0.523075	        0.527335	
        0.727528	        0.698775	         0.64937	        0.473182	
        0.784571	        0.456907	        0.501906	         0.50079	
        0.483725	        0.318594	         0.45959	        0.506088	
       0.0396746	        0.435909	        0.587093	        0.463703	
        0.316375	        0.272819	        0.434671	         0.51775	
        0.358627	        0.638147	        0.500666	        0.536947	
        0.189042	        0.174508	        0.466335	        0.481403	
         0.50639	        0.677432	        0.668935	        0.477232	
         0.91621	        0.702871	         0.59731	        0.507612	
        0.800194	        0.849549	        0.758609	        0.484719	
        0.441758	        0.677098	        0.441025	        0.497861	
        0.780836	        0.789176	        0.482737	        0.517441	
        0.327189	        0.644688	        0.367759	        0.451517	
        0.442251	        0.570322	        0.572964	        0.516677	
        0.771925	        0.659903	        0.446072	         0.51333	
        0.808047	        0.454952	        0.599951	        0.503957	
        0.585838	         0.43571	        0.513836	        0.534778	
        0.318303	        0.288595	        0.487599	        0.522396	
        0.335818	        0.602976	        0.494727	        0.512137	
        0.506589	         0.37554	        0.389685	        0.450108	
        0.359735	        0.676173	        0.652176	        0.513225	
        0.600557	        0.776022	        0.667244	        0.520124	
        0.685445	         0.38686	        0.501202	        0.501558	
       0.0556437	        0.362124	        0.379345	        0.481665	
        0.798341	        0.548968	        0.521783	         0.51842	
      0.00103223	        0.152652	        0.373868	        0.497343	
        0.168721	       0.0930311	        0.406058	        0.488734	
        0.224297	        0.611294	        0.455649	        0.457701	
        0.871565	        0.686532	        0.577665	        0.495862	
        0.411624	        0.625693	        0.410074	         0.47025	
        0.616088	        0.449912	        0.621164	        0.501793	
        0.385168	        0.492269	        0.552906	        0.572644	
        0.257774	        0.614883	        0.442499	        0.480215	
        0.853188	         0.88724	        0.629896	        0.562442	
        0.743424	        0.432681	        0.552711	        0.487766	
        0.917073	        0.705199	        0.503275	        0.519497	
        0.583191	        0.514075	          0.5405	        0.521002	
         0.24278	        0.265748	        0.467222	        0.463129	
        0.774165	        0.666742	        0.576243	        0.523461	
        0.152126	        0.167652	        0.377796	        0.494261	
        0.700492	        0.729098	        0.428013	        0.471734	
        0.269292	        0.228567	        0.581171	        0.494733	
        0.294229	        0.360097	        0.555632	        0.479901	
       0.0429914	        0.323911	        0.396646	        0.434902	
        0.442683	        0.424683	        0.509308	        0.519483	
       0.0821232	        0.206991	        0.344568	          0.4323	
         0.47155	        0.731383	        0.550751	        0.563688	
        0.341509	        0.461313	        0.645018	        0.522769	
        0.397093	        0.562257	         0.44402	         0.50592	
        0.929773	        0.532991	        0.578393	        0.509967	
        0.198949	        0.571632	        0.509987	        0.518468	
         0.65956	        0.616267	        0.554046	        0.481703	
        0.492866	        0.329211	        0.456527	        0.491661	
        0.314015	        0.204375	        0.627885	         0.52392	
        0.187172	        0.473874	        0.588632	        0.506346	
        0.539882	        0.660125	        0.494581	        0.535649	
        0.144149	        0.392656	        0.270336	        0.461441	
        0.722779	        0.492146	        0.444463	        0.481445	
        0.807763	        0.711669	        0.498705	        0.433866	
        0.155099	        0.415932	        0.429617	        0.478531	
        0.182171	        0.286423	        0.516493	        0.467439	
        0.237082	        0.423868	        0.535443	        0.470536	
          0.8581	        0.602894	        0.437377	        0.512525	
        0.877991	        0.759087	         0.56648	        0.473306	
        0.465487	        0.556517	         0.38978	        0.422611	
       0.0340724	        0.367214	        0.517863	        0.486124	
        0.219383	        0.347436	        0.548504	        0.493191	
        0.469026	        0.529833	        0.474449	        0.537212	
        0.783276	         0.45361	        0.416712	        0.566849	
        0.383006	        0.339511	         0.40458	        0.453555	
        0.460261	        0.696588	        0.464831	        0.492472	
        0.596413	        0.508535	        0.462319	        0.457548	
         0.14713	        0.219287	        0.303252	        0.479359	
        0.600986	        0.416831	        0.395049	        0.497054	
        0.192572	        0.349265	        0.408247	        0.482877	
        0.770978	        0.795166	        0.663029	        0.491104	
        0.769203	         0.39512	          0.4769	        0.524991	
         0.64166	        0.438446	        0.668203	        0.554274	
        0.831468	        0.657938	        0.574637	        0.525213	
        0.318408	        0.655072	        0.611481	        0.498458	
        0.696755	         0.40061	        0.538048	        0.486003	
        0.667449	        0.421664	        0.402996	        0.514661	
           0.301	        0.579172	        0.511911	        0.469607	
        0.844049	        0.550681	        0.433854	        0.473368	
        0.244588	        0.469559	        0.380934	        0.480687	
        0.832904	        0.634043	        0.599435	        0.490582	
        0.140655	        0.364731	        0.359725	        0.490739	
        0.733292	        0.823662	        0.542445	        0.472871	
         0.84786	         0.77748	        0.608266	        0.524405	
         0.40559	        0.624668	        0.549059	         0.49046	
        0.921818	        0.835601	        0.633336	        0.514627	
        0.880354	        0.818306	        0.643437	        0.504572	
        0.840391	        0.889475	        0.599904	         0.51626	
        0.687642	        0.796942	        0.512359	        0.501205	
        0.420837	        0.320331	        0.409443	        0.520821	
         0.20028	        0.482488	        0.653937	        0.516837	
         0.82062	        0.444325	        0.440455	        0.496382	
        0.485455	        0.509585	        0.398814	        0.475272	
        0.693269	        0.609536	        0.547383	        0.529076	
       0.0474852	        0.329111	        0.470776	        0.501839	
        0.853352	        0.482886	        0.679986	        0.556378	
        0.210466	        0.511151	        0.504132	        0.561668	
        0.159518	        0.250146	        0.424589	        0.498172	
        0.776873	        0.613795	        0.562292	        0.521082	
        0.705685	        0.525599	         0.49444	         0.52202	
         0.27788	        0.631236	        0.523563	        0.500025	
        0.684084	        0.377169	        0.482033	        0.442801	
       0.0223444	       0.0529492	        0.334796	        0.482219	
        0.847057	        0.684049	        0.706934	         0.54698	
       0.0935319	       0.0470635	        0.508452	         0.45586	
       0.0789374	        0.289843	        0.595765	        0.469872	
        0.357538	        0.583092	        0.570513	        0.532611	
       0.0540074	        0.315746	        0.588578	        0.474856	
        0.466586	        0.689691	        0.437719	        0.510769	
        0.687294	         0.38668	        0.478371	        0.526604	
        0.714204	        0.604038	        0.500133	        0.480801	
        0.429515	        0.341435	        0.519499	        0.520807	
        0.236025	        0.615561	        0.502662	        0.504397	
        0.939699	         0.67504	         0.66418	        0.499611	
        0.977542	        0.755721	        0.661164	        0.507252	
        0.535056	        0.463199	        0.380464	        0.481691	
        0.824068	        0.706411	        0.512277	        0.490506	
        0.783573	        0.691655	        0.670345	        0.537766	
        0.611759	        0.795128	        0.547024	         0.51949	
        0.482695	        0.553891	        0.467168	        0.514156	
        0.495881	        0.727099	         0.67053	        0.525727	
        0.465022	        0.668379	        0.510155	        0.484509	
        0.893452	        0.653954	        0.659374	        0.527075	
        0.367581	        0.619371	        0.558446	        0.544082	
        0.571878	         0.51396	        0.404104	        0.528999	
        0.614089	        0.541041	        0.553597	        0.491098	
        0.589311	        0.700794	        0.468971	        0.495275	
        0.742532	        0.431552	        0.393122	        0.499966	
        0.560164	        0.426968	        0.470001	        0.478178	
        0.309017	        0.348549	        0.503286	        0.455919	
        0.795952	        0.879398	         0.54387	        0.483248	
        0.131386	        0.440406	        0.566054	        0.520354	
        0.099407	        0.311924	        0.481812	        0.527696	
        0.660294	        0.655511	         0.53258	        0.522733	
        0.595111	         0.36576	        0.337233	        0.437187	
        0.313433	        0.426078	        0.471399	        0.575453	
         0.26779	        0.312661	        0.590007	         0.51094	
        0.381041	        0.337009	        0.399393	        0.499813	
        0.442272	        0.644651	        0.703099	        0.559067	
        0.535372	         0.35872	         0.61079	        0.471305	
        0.856288	        0.770174	        0.557459	        0.530453	
        0.248011	         0.40248	        0.517614	        0.551254	
        0.420305	        0.257095	        0.434071	        0.479042	
        0.449387	        0.685375	        0.437767	           0.478	
        0.853032	        0.561572	        0.502649	        0.509206	
        0.789404	        0.551815	        0.483031	        0.510998	
        0.114663	       0.0647751	        0.340132	         0.46949	
        0.746393	        0.633208	        0.500499	         0.48951	
        0.962067	        0.576625	        0.549382	        0.531734	
         0.97556	        0.926987	        0.688433	        0.540693	
        0.709777	        0.709469	        0.607094	        0.530471	
        0.744315	        0.760966	        0.526865	        0.541105	
        0.400525	        0.206995	        0.526867	        0.463491	
        0.181323	        0.154164	        0.330537	        0.466606	
        0.617987	        0.353311	        0.424198	        0.532683	
        0.975292	        0.841246	        0.504837	        0.491504	
        0.492792	        0.430159	        0.504927	        0.442499	
         0.81065	        0.903036	        0.548229	         0.53237	
        0.526607	        0.450578	        0.434915	        0.531591	
        0.747338	        0.431761	        0.463732	        0.522695	
        0.312239	        0.597659	        0.416968	        0.475401	
        0.332214	        0.491881	        0.607252	        0.467953	
       0.0236421	        0.249174	        0.468318	        0.515721	
        0.170744	        0.192439	        0.556163	        0.483854	
        0.507693	        0.270416	        0.502926	        0.489995	
        0.208105	        0.239939	        0.362081	        0.497435	
        0.119746	        0.319214	        0.419745	        0.517111	
        0.954211	        0.905992	        0.455865	        0.481187	
        0.784174	        0.860821	        0.774121	        0.561885	
        0.476091	        0.545316	        0.413706	        0.516048	
       0.0486703	        0.369946	        0.481669	        0.510705	
        0.888361	        0.823356	        0.583466	        0.518463	
        0.670143	        0.514635	         0.53422	        0.521178	
          0.2705	        0.310619	        0.506113	         0.52941	
       0.0698833	        0.501374	        0.535408	         0.48352	
        0.124189	        0.223651	        0.492515	        0.470223	
        0.175266	        0.261171	        0.451253	        0.507277	
       0.0700028	        0.144729	         0.45927	        0.504698	
        0.828053	        0.743682	        0.501932	        0.439224	
        0.681808	        0.574288	        0.514747	        0.499244	
        0.795594	        0.737774	        0.624575	        0.480526	
        0.206131	        0.563734	         0.54863	        0.525977	
        0.701393	        0.510159	        0.459695	        0.528405	
        0.932161	        0.804802	        0.680972	        0.481033	
        0.723296	        0.607613	        0.581472	        0.507201	
        0.449099	         0.55445	        0.567906	        0.516333	
        0.894821	        0.515518	        0.457032	        0.522214	
        0.704442	         0.65336	        0.487546	        0.441578	
        0.825222	        0.585645	        0.417868	        0.441502	
        0.133714	        0.238946	        0.541902	        0.541617	
        0.548626	        0.723139	        0.507821	        0.543848	
       0.0889165	        0.274681	        0.635127	        0.471948	
         0.32233	        0.307194	        0.407477	        0.520667	
        0.155117	        0.407764	        0.409348	        0.509328	
        0.426767	        0.256995	        0.337304	        0.458919	
        0.614341	        0.560137	        0.474149	        0.527802	
        0.577491	        0.751805	        0.678393	        0.506946	
        0.640607	         0.32454	        0.423204	        0.477703	
         0.75271	        0.566223	        0.559167	        0.496229	
        0.247978	        0.444557	        0.579657	        0.477631	
       0.0234895	        0.300284	        0.324126	         0.45647	
        0.609729	        0.427633	        0.700207	        0.581808	
         0.25016	        0.425161	        0.578281	        0.442787	
        0.342321	        0.670147	        0.557251	        0.526218	
        0.170919	        0.577476	        0.299699	        0.477196	
         0.42127	        0.379033	         0.50611	        0.484003	
        0.540403	        0.395983	        0.432383	        0.502653	
         0.26545	         0.13787	        0.443727	         0.51611	
        0.555641	        0.433312	        0.468644	        0.477246	
         0.25537	        0.382054	        0.433166	        0.485554	
        0.710046	        0.825138	        0.560911	        0.503783	
        0.811902	        0.473542	        0.483698	         0.48798	
        0.239769	         0.24977	        0.323347	        0.465751	
         0.80512	        0.883351	        0.688006	        0.555527	
        0.399443	        0.282753	        0.414294	        0.489631	
        0.689916	          0.4242	        0.591133	        0.509804	
        0.484819	        0.335188	        0.502677	        0.499327	
        0.299842	        0.299009	        0.468597	         0.50482	
        0.323305	        0.424013	        0.530185	        0.525743	
        0.291919	        0.615427	        0.378183	        0.495442	
        0.980491	        0.677019	        0.574523	        0.500801	
       0.0278357	        0.397556	        0.507159	        0.481022	
        0.215231	         0.23474	         0.38596	         0.53249	
        0.732429	        0.759179	        0.569381	        0.497202	
        0.640991	        0.560752	        0.427696	         0.49879	
        0.777148	        0.604649	        0.461623	        0.498542	
        0.124827	        0.545512	        0.314768	        0.474027	
         0.71682	        0.602173	         0.41561	        0.517393	
        0.670168	        0.411016	        0.512432	        0.506966	
        0.707596	         0.46602	        0.452648	        0.504399	
         0.47156	        0.428744	        0.414635	        0.474433	
        0.402215	        0.526509	        0.458228	        0.444985	
        0.138044	        0.149399	        0.260009	        0.453862	
        0.775707	        0.549518	        0.598799	        0.500598	
         0.79877	        0.844089	        0.499382	        0.492869	
       0.0264632	        0.317322	        0.430103	        0.460898	
        0.589318	        0.464507	        0.471934	        0.455108	
        0.157675	          0.4474	        0.562844	        0.477733	
        0.643508	        0.726005	         0.69325	         0.50202	
        0.991738	        0.538762	        0.458758	        0.535848	
        0.697601	        0.819272	        0.563895	         0.47111	
        0.386236	        0.551286	        0.582265	        0.521425	
        0.056039	        0.513697	        0.458331	        0.513477	
        0.356524	        0.332517	        0.480455	        0.466227	
        0.259846	        0.538256	        0.538886	        0.489083	
        0.899206	         0.74064	        0.543077	         0.53446	
        0.123498	         0.15206	        0.409427	        0.519246	
        0.655331	        0.676749	        0.587118	          0.5454	
       0.0595841	        0.277187	        0.501156	        0.567618	
        0.185307	         0.40866	        0.625397	        0.505502	
        0.275722	        0.430623	        0.402694	        0.533054	
        0.752433	        0.403137	        0.596092	        0.480704	
        0.575012	        0.525568	        0.355176	        0.506832	
       0.0328841	        0.235698	        0.490539	        0.483773	
        0.421926	        0.607395	        0.413957	        0.505287	
        0.448642	        0.532715	        0.522589	        0.501999	
       0.0221816	       0.0717183	         0.50264	        0.543595	
        0.896693	        0.729784	        0.512667	        0.462854	
        0.172411	        0.361453	        0.525345	        0.581575	
         0.98405	        0.505171	        0.494453	        0.499049	
        0.751761	        0.703123	        0.490445	         0.52921	
        0.985767	        0.737576	        0.634392	        0.492161	
        0.971619	        0.851082	        0.634018	        0.531367	
        0.881682	        0.670731	        0.607705	        0.516479	
        0.101148	       0.0516403	        0.702051	        0.529663	
        0.261358	        0.369614	        0.527554	        0.548928	
        0.182933	        0.486332	        0.647119	        0.507278	
      0.00507814	        0.299117	        0.489939	        0.502133	
       0.0768006	        0.245525	        0.546015	        0.513476	
        0.569281	        0.594682	        0.681467	        0.475454	
        0.640831	        0.762445	        0.539345	        0.510087	
        0.786333	        0.428153	        0.508681	         0.55425	
         0.93313	        0.814189	        0.494637	        0.450297	
       0.0980748	        0.184462	        0.466078	        0.465845	
        0.385181	        0.294353	        0.474072	        0.503467	
         0.63053	        0.498517	        0.506423	        0.482818	
          0.1463	        0.116958	        0.472558	        0.529386	
        0.266947	        0.307459	        0.402889	         0.53466	
       0.0223139	       0.0362275	        0.619919	        0.515974	
        0.109693	       0.0550957	        0.417473	        0.480288	
        0.369984	        0.537361	        0.493101	        0.489682	
       0.0503235	        0.488016	        0.529652	        0.539199	
        0.068368	        0.402033	        0.469913	        0.468394	
       0.0973335	        0.275009	         0.55959	        0.506902	
        0.715137	        0.496888	        0.486542	        0.544327	
        0.215261	        0.500646	        0.504335	        0.471288	
        0.716439	        0.804603	        0.571646	        0.518851	
        0.117694	          0.4244	        0.612313	        0.498108	
        0.720807	        0.787752	        0.550362	        0.468514	
        0.591334	         0.73187	        0.429636	        0.478284	
        0.568168	        0.527489	        0.529351	        0.466584	
        0.327486	        0.548613	        0.492174	        0.478915	
        0.375095	        0.187734	        0.461521	        0.539986	
        0.448598	        0.312454	        0.492619	        0.512805	
        0.164201	        0.204767	        0.311912	         0.47207	
        0.428985	        0.542624	        0.491633	        0.506828	
        0.795672	        0.780184	        0.603534	        0.570022	
         0.49776	        0.634731	        0.537165	        0.513744	
        0.661845	        0.722046	        0.607221	        0.494137	
        0.929943	        0.791224	        0.424453	        0.456898	
        0.072463	        0.430968	        0.348857	        0.486506	
        0.648924	        0.486354	        0.483652	        0.516254	
        0.111362	        0.123741	        0.459729	        0.515502	
        0.297099	        0.153131	        0.456826	        0.546007	
        0.289832	        0.637647	        0.465777	        0.510783	
        0.203686	        0.248163	        0.375466	        0.465367	
        0.687628	        0.517684	        0.614901	        0.542184	
        0.256735	        0.313099	        0.424179	        0.477005	
        0.953974	          0.7241	        0.448445	        0.491158	
        0.873512	        0.746124	        0.391796	        0.498021	
         0.49784	        0.252398	        0.515653	          0.4886	
        0.619491	        0.345405	        0.442352	         0.53597	
        0.619403	        0.459846	        0.452447	        0.496627	
        0.210299	        0.272901	        0.578067	        0.493883	
        0.609199	        0.392827	        0.539678	        0.511792	
        0.170599	         0.40644	        0.504381	        0.488133	
        0.196069	        0.584559	        0.403569	        0.497025	
        0.528798	        0.392182	        0.398043	        0.520134	
         0.46688	        0.668635	        0.664488	        0.541705	
         0.27506	        0.270259	         0.47721	        0.491882	
         0.57933	        0.455905	        0.375198	        0.486242	
       0.0527788	        0.328415	        0.324981	        0.494305	
         0.49034	        0.390657	        0.574337	        0.500269	
        0.585715	        0.686931	        0.524322	        0.528544	
         0.32596	        0.247434	        0.535009	        0.523233	
        0.215928	         0.47719	        0.414345	        0.478412	
        0.276411	        0.444982	        0.599201	        0.514197	
        0.577335	        0.308654	        0.509904	        0.492881	
        0.141678	        0.531547	          0.4725	        0.514805	
        0.214574	        0.329611	        0.420096	        0.514533	
        0.276396	        0.343263	        0.463435	        0.472972	
        0.309914	        0.503428	        0.598138	        0.480749	
       0.0839858	         0.51262	        0.458036	        0.491784	
        0.993456	        0.901322	        0.643877	        0.525207	
        0.170386	        0.238838	        0.427379	        0.495951	
        0.878533	        0.852393	        0.539507	        0.533136	
        0.347072	        0.543337	        0.467284	        0.537284	
        0.830462	        0.638203	        0.486694	        0.431602	
        0.398359	         0.46156	        0.479305	        0.456323	
        0.246054	        0.377763	        0.407536	        0.517737	
         0.10529	        0.372881	        0.341942	        0.497038	
       0.0850976	        0.312502	        0.381924	        0.499383	
        0.730797	        0.473919	        0.571918	        0.563968	
        0.670267	        0.728006	        0.468536	        0.489723	
        0.564374	        0.442341	        0.552177	         0.55576	
       0.0334105	        0.232465	        0.334191	        0.479134	
        0.522033	        0.545078	        0.435026	        0.476933	
        0.602031	        0.590938	        0.569169	        0.532889	
        0.614843	         0.65789	        0.575307	        0.512439	
         0.10535	        0.304358	        0.609498	        0.508631	
        0.881455	        0.559394	        0.515545	        0.488924	
        0.899695	        0.730671	         0.52885	        0.512785	
        0.403444	        0.226813	        0.500078	        0.477452	
        0.376472	        0.277759	         0.38785	        0.513218	
        0.758864	        0.747349	        0.523199	        0.488315	
        0.413187	        0.248784	        0.524158	        0.547772	
        0.933354	        0.720292	        0.591146	        0.515058	
        0.483214	        0.574546	        0.501718	        0.554107	
        0.552494	        0.618561	        0.464176	        0.486793	
        0.655487	        0.733095	         0.62987	        0.556454	
        0.263101	        0.508293	        0.482583	        0.469828	
        0.899586	        0.681389	        0.474404	        0.500127	
        0.836654	        0.701765	        0.638535	        0.490865	
        0.397702	        0.439439	        0.396482	         0.47624	
         0.88264	        0.668387	        0.484682	        0.452086	
        0.934175	        0.938523	        0.605411	        0.464824	
       0.0399699	        0.411825	        0.416959	        0.538572	
        0.876006	        0.894784	        0.638931	         0.53461	
        0.881179	        0.567777	        0.351024	        0.496503	
        0.112348	        0.479007	        0.520194	        0.537934	
       0.0975548	        0.369407	        0.498883	        0.492389	
        0.944829	        0.936821	        0.508789	        0.540127	
        0.157523	        0.316009	        0.422428	        0.484376	
        0.563032	        0.388779	         0.43532	        0.489145	
        0.307808	        0.539126	        0.531304	        0.516535	
         0.29265	        0.620226	        0.426651	        0.563534	
        0.325799	        0.538341	        0.494674	        0.552356	
        0.427479	        0.225983	        0.344598	        0.465282	
        0.747326	        0.714513	        0.523483	        0.505603	
        0.877622	        0.808542	        0.548451	        0.511064	
        0.397358	        0.373718	        0.494837	        0.510697	
        0.475065	        0.246947	        0.395694	        0.473143	
        0.879737	        0.594831	        0.459033	        0.508331	
        0.444368	        0.600003	        0.495729	        0.484126	
        0.626802	        0.797941	        0.437909	        0.488581	
        0.405891	        0.455801	         0.42019	        0.484219	
        0.524024	        0.744863	        0.558855	          0.5057	
        0.536136	        0.753528	        0.543497	        0.484779	
       0.0437856	        0.446433	        0.505755	        0.542337	
        0.630476	        0.376127	        0.454017	        0.530519	
        0.556752	        0.723545	        0.505218	        0.530633	
        0.284878	        0.516959	        0.459651	        0.509354	
        0.693502	        0.790796	        0.572898	        0.528155	
        0.562919	        0.718726	        0.622263	        0.590189	
        0.885915	        0.573529	        0.461884	        0.485181	
        0.693848	        0.523902	         0.33736	        0.508531	
        0.112355	        0.131134	        0.520449	        0.491242	
       0.0969455	         0.40322	        0.575979	        0.556191	
         0.97103	        0.488135	        0.424133	        0.481936	
        0.652193	        0.810023	        0.448302	        0.478176	
        0.299707	        0.318085	        0.446671	        0.499444	
        0.436478	        0.227673	        0.403997	        0.470932	
        0.937538	        0.965046	        0.556304	        0.454809	
         0.84934	        0.877462	        0.643153	        0.489111	
        0.734135	        0.424308	        0.309985	        0.465865	
        0.837564	        0.445932	         0.57579	        0.515577	
        0.950102	        0.611674	        0.517169	        0.519492	
        0.680586	        0.761414	        0.590556	        0.535206	
        0.739224	        0.848429	        0.531148	        0.500481	
        0.131538	        0.214342	        0.409738	        0.507239	
        0.619494	        0.323233	        0.372907	        0.478689	
        0.527118	        0.661427	        0.712498	         0.53816	
        0.739483	        0.752283	        0.733261	        0.517439	
         0.71635	        0.446573	        0.443298	        0.514054	
        0.815511	        0.492923	        0.635417	        0.498257	
        0.108188	        0.108428	        0.359455	        0.445967	
        0.264819	          0.5959	        0.402001	        0.498669	
        0.631537	        0.737404	        0.577525	         0.51215	
         0.18168	        0.259513	         0.46548	        0.558096	
        0.375691	        0.344871	        0.470734	         0.51334	
        0.659644	        0.728668	           0.489	        0.505379	
         0.51094	         0.38469	        0.379335	        0.525933	
       0.0780306	        0.420308	        0.615045	        0.470123	
        0.368939	        0.379109	         0.46362	        0.470586	
        0.620878	        0.498065	        0.336994	        0.460456	
        0.805953	        0.885652	        0.683168	        0.531385	
        0.641319	        0.749727	        0.563566	        0.492847	
       0.0678684	       0.0965974	         0.54961	        0.508187	
        0.312856	        0.221579	        0.348527	        0.474065	
        0.392007	        0.372982	        0.503113	        0.469785	
        0.516947	        0.622301	         0.48646	        0.459593	
        0.355686	        0.211612	        0.429104	        0.514361	
        0.864769	         0.79883	        0.616677	        0.502785	
         0.24451	         0.58273	        0.641866	        0.506448	
        0.796276	         0.44408	        0.579827	        0.490613	
         0.28751	        0.346997	        0.490384	        0.510283	
        0.620172	        0.479375	        0.546189	        0.504236	
        0.561348	        0.435871	        0.490429	        0.516816	
        0.343774	        0.192446	        0.398667	        0.507452	
        0.801746	        0.540149	        0.638933	         0.54167	
         0.24419	        0.200639	        0.370114	        0.492889	
        0.812083	        0.526215	        0.509499	        0.463018	
        0.420816	        0.438999	        0.533902	        0.553748	
        0.428771	        0.676705	         0.59453	        0.516674	
         0.46222	        0.417147	        0.457759	        0.500774	
        0.535524	        0.627537	        0.458843	        0.481441	
       0.0511753	        0.515217	        0.588084	        0.516869	
        0.351309	        0.215931	        0.583134	        0.530226	
        0.157527	        0.497819	        0.555575	        0.555265	
        0.144605	        0.182496	        0.514433	         0.50094	
        0.515051	        0.751306	         0.48631	        0.509823	
       0.0381664	        0.341712	        0.566065	        0.567255	
        0.241625	        0.207191	        0.338208	        0.494651	
        0.919351	        0.566138	        0.535944	         0.49813	
        0.635754	        0.594232	        0.396518	        0.526765	
        0.574606	        0.379566	        0.420084	        0.545752	
        0.171536	        0.237639	        0.500868	        0.474427	
        0.194911	        0.210074	        0.401829	         0.49825	
         0.91102	        0.854292	        0.495071	        0.456205	
        0.496604	        0.273837	        0.418797	        0.451158	
        0.356852	        0.545255	        0.618737	        0.470343	
