            exp1	            exp2	           exp10	          exp100	
        0.574705	         1.77188	         1.27488	        0.877715	
        0.213739	        0.247775	        0.680236	        0.805831	
        0.261742	        0.300989	        0.847567	        0.945484	
        0.723721	        0.385062	        0.997875	        0.889028	
        0.506622	         1.10119	        0.587477	         1.07305	
        0.527607	         0.75928	        0.831312	        0.980572	
         0.00452	         0.40532	        0.747036	         1.03858	
       0.0140526	         1.04048	        0.793676	         1.04919	
        0.723851	        0.460829	         1.32601	         1.11533	
        0.674363	         3.14336	         1.32287	         1.26079	
         1.82476	        0.988058	        0.834509	        0.952463	
         1.21179	           2.445	         1.15744	         0.94394	
         2.16376	         1.75545	         1.05684	        0.842043	
        0.406706	        0.378756	         1.06734	        0.979301	
         2.00464	         1.25247	        0.736753	        0.944269	
         2.12198	         1.15819	         1.44193	         1.00128	
         1.19416	        0.818176	         1.35563	         0.97287	
        0.326223	        0.239224	        0.807346	          1.0713	
         1.77648	         1.59018	         1.42636	         1.16362	
        0.805562	        0.748875	        0.886257	        0.942288	
          1.4631	        0.849186	        0.778435	        0.891182	
        0.474379	         1.02261	        0.858264	         1.02374	
         1.68514	         1.12717	         0.73756	        0.993834	
        0.453176	         1.32832	        0.860193	         0.97777	
        0.973049	         1.07913	        0.735345	         1.08096	
       0.0133665	         0.34853	         1.12151	        0.956704	
         3.01449	           2.768	         1.43761	         1.20344	
       0.0482405	        0.973578	         1.04503	         1.16259	
        0.945355	        0.510398	        0.731194	         1.05575	
        0.438158	         1.05909	        0.931801	         1.07841	
         2.03818	         1.23101	         0.97722	        0.999693	
        0.465157	         1.01188	         0.74911	        0.930065	
         1.25762	         2.18545	         1.33292	        0.877216	
         3.82515	         4.81719	         1.72881	         1.13351	
        0.503114	        0.856608	        0.756555	        0.929731	
        0.769348	         0.82702	        0.892646	        0.889438	
       0.0327912	        0.109786	         1.38363	         1.09038	
          2.7045	         1.53781	         0.89453	         1.11472	
         1.67523	        0.892609	        0.907008	        0.912779	
        0.826728	         1.46958	         1.45004	        0.975359	
         1.45554	         1.10283	        0.790739	        0.978737	
        0.409348	        0.542317	         1.12529	         1.01748	
        0.678205	         1.14238	         1.24802	         1.12594	
        0.876356	        0.612103	        0.934224	         1.11246	
         3.97978	         4.17892	         2.18833	         1.04387	
        0.354761	         0.77562	         1.27429	        0.955817	
         1.06193	        0.621861	         1.21346	         1.21356	
         1.82594	          1.4065	        0.935932	         1.00664	
           1.059	         2.11326	         1.08696	        0.963082	
         3.00829	         1.52887	         1.04669	        0.937785	
          2.0225	         1.07335	        0.852529	          1.0203	
         2.89886	         1.65196	        0.758164	        0.901035	
        0.110827	        0.375809	        0.808029	        0.966295	
        0.392283	         0.45572	        0.894395	        0.914434	
         2.30535	         1.51826	         1.02702	         1.11534	
         1.33674	        0.774846	         1.24645	        0.933665	
         1.57755	        0.841195	         1.07613	         0.90496	
         2.36984	         1.80737	        0.996323	        0.929625	
        0.936747	        0.849444	        0.766941	        0.929811	
       0.0373934	         0.29112	        0.674887	         1.02219	
        0.284331	        0.258839	        0.900512	         1.07487	
        0.266388	         1.20735	        0.980893	         1.18067	
         1.05829	        0.619052	         1.05925	         1.02073	
        0.529905	        0.542063	          1.3321	         1.11432	
         2.02284	         1.05989	         1.05535	         1.02547	
         1.18837	         2.38703	         0.92112	         1.02188	
        0.451914	        0.477368	         1.38408	        0.935331	
         4.08734	         3.29209	         1.51615	         1.07113	
         2.23809	         2.78531	         1.33302	        0.991135	
         2.14164	         1.72508	         1.30346	         1.07325	
        0.747141	        0.938816	         1.15465	         1.02521	
       0.0241671	          1.7919	        0.989064	         1.08943	
        0.480656	        0.649586	         1.20142	        0.873565	
         1.47986	        0.975426	        0.717791	        0.981926	
        0.360116	        0.405298	        0.856141	         1.05415	
        0.379206	        0.241067	         1.05633	         1.02227	
        0.173398	        0.596781	        0.647488	         1.13748	
        0.933962	         1.18262	         1.00835	        0.968004	
         2.06899	         1.08447	        0.763366	        0.815051	
         1.09291	        0.825535	        0.970848	         1.04668	
         1.34384	         1.14979	        0.909388	         1.03852	
        0.909554	        0.771187	         1.24417	         1.09551	
        0.486219	         1.48769	         1.35355	         1.04514	
        0.777073	        0.462628	        0.491667	         1.09456	
         1.72626	         1.26008	         1.04067	        0.904937	
        0.100254	        0.775915	         1.32194	         1.05812	
          2.2875	         1.64702	         2.01803	         1.05621	
        0.525347	        0.545642	        0.651491	         1.07756	
          1.0279	        0.943541	        0.726663	         1.05197	
        0.475991	        0.936814	         1.17281	         1.01818	
         0.74904	        0.406333	         1.26162	        0.796086	
        0.141593	        0.272636	        0.949032	        0.970196	
          1.6208	        0.867404	        0.848356	        0.880016	
         2.73518	         1.50127	         1.04592	        0.769984	
         1.95201	         1.27821	         0.87715	        0.937626	
         1.64926	         1.25735	         1.45947	        0.961512	
         1.92676	         1.38681	        0.792728	         1.06737	
        0.761596	        0.715342	          0.5335	        0.919174	
         2.22783	         1.51215	         1.41052	         1.04029	
       0.0340671	         1.18846	        0.941523	        0.932305	
         0.73382	        0.413572	         0.54495	        0.902867	
        0.471609	         0.72492	        0.676988	        0.899379	
         1.48341	        0.760026	        0.883837	        0.926956	
         4.14304	         2.26232	         1.11294	         1.05113	
         1.03146	         1.11348	          1.1839	        0.942081	
        0.426228	        0.238049	         1.08872	         1.02322	
         1.54728	        0.967419	        0.651317	         0.88858	
        0.606059	          1.3759	        0.939014	        0.953494	
        0.924266	         1.20341	        0.850661	        0.929798	
        0.544489	        0.814877	        0.887508	        0.833408	
         1.70575	         1.36926	        0.594902	        0.942967	
        0.779306	        0.656982	        0.960624	          1.1965	
        0.824053	         1.22307	         1.16553	        0.893167	
        0.689546	        0.377923	        0.691373	         1.03774	
        0.560823	         1.01838	        0.802376	         1.09693	
         1.09814	         1.35017	        0.898522	        0.923517	
         0.79823	        0.880553	        0.827638	        0.962688	
         0.93489	         1.36856	         1.23247	        0.837087	
          2.2463	         1.80906	         1.31425	        0.869865	
         1.43551	        0.823874	        0.845634	        0.902657	
        0.969792	        0.844239	        0.755199	        0.928847	
         2.85694	         2.25406	         1.18975	        0.885545	
        0.235217	         1.36535	        0.898637	        0.966881	
        0.853509	        0.676399	        0.754305	         1.03549	
        0.139311	        0.281561	        0.978049	        0.953862	
         1.71628	         1.22147	         1.26136	          1.1127	
         1.47818	        0.945246	        0.825102	         1.14127	
         4.36353	         2.56796	         1.31672	        0.878453	
        0.510965	         0.89469	         0.98708	        0.882626	
        0.246215	        0.249192	        0.809961	         1.05933	
         6.72663	         3.85143	         1.14445	         1.00624	
        0.129428	        0.186782	        0.651093	        0.895647	
        0.830423	         1.04888	         1.04236	         1.01308	
       0.0530775	        0.146942	        0.830287	         0.89458	
         1.05592	         1.04511	         1.11717	        0.986188	
         1.18072	         1.21089	         1.00517	        0.938439	
        0.139779	        0.330028	        0.567885	         0.85377	
         0.58632	        0.703202	        0.804363	        0.863058	
        0.739603	         0.83884	        0.947572	         1.13173	
       0.0559758	        0.827914	        0.951893	        0.987623	
         1.73139	         1.53981	         1.16248	         1.04515	
        0.544354	        0.325177	        0.794731	        0.819789	
         4.81868	         3.34648	         1.38339	        0.952718	
        0.883539	         0.49478	        0.771686	         1.09002	
        0.541761	        0.484776	        0.857819	         1.00821	
        0.227811	         1.33653	        0.642936	        0.873275	
         2.12806	         1.15311	        0.655189	         1.00681	
        0.235566	        0.178573	        0.584205	        0.950652	
         1.46129	         1.05728	         1.28864	        0.965687	
         1.23556	        0.861624	        0.953645	        0.944904	
       0.0330108	       0.0995838	         1.23443	         1.10327	
       0.0422595	        0.393616	         1.32362	        0.964611	
         2.34365	         1.24384	          1.1356	         1.27226	
        0.130715	         1.24324	         1.50186	          1.0571	
         2.19516	         1.21359	          1.5402	         1.08232	
        0.415189	        0.381822	        0.525498	        0.752527	
        0.338112	        0.348421	        0.627942	         1.13587	
        0.551026	        0.359673	         1.01661	         1.07673	
        0.906756	         1.32669	        0.952504	        0.842304	
        0.451841	        0.312492	         1.41725	         1.01534	
         2.11502	          1.5451	          1.0149	         1.03713	
        0.235466	        0.402427	         1.10151	        0.912326	
       0.0959436	        0.557911	         1.02776	         0.97449	
        0.705962	          1.4499	         1.04195	         1.05122	
       0.0781635	         1.19818	        0.718415	        0.960552	
         1.25011	        0.655137	         1.08437	        0.930168	
         0.55319	        0.702631	         0.78258	         1.01417	
         1.44374	         2.24152	         1.33949	         1.00174	
         1.08519	        0.543746	        0.665752	        0.922568	
       0.0505829	        0.762185	          1.1019	        0.924387	
       0.0369383	        0.757285	        0.625774	         0.99465	
        0.348231	        0.677262	        0.887827	        0.984182	
        0.327952	        0.294075	        0.787333	        0.982493	
        0.974047	         1.07488	         1.20937	         1.08544	
        0.901231	        0.522202	         0.62928	         1.00917	
        0.606181	        0.503804	        0.862683	        0.955642	
        0.463438	        0.582558	        0.817975	         1.09777	
        0.825318	        0.598639	         1.06608	         1.04218	
         1.12468	        0.595857	        0.647136	        0.935001	
        0.666801	        0.595486	        0.665042	         1.11365	
         1.81013	        0.973743	        0.637049	         1.05541	
         1.87653	         1.43012	         1.14347	        0.849381	
        0.450284	         1.02235	        0.878268	         1.10111	
        0.040691	       0.0624506	        0.656067	        0.908329	
         1.03436	          1.5908	        0.908711	         1.12239	
        0.561203	        0.293898	        0.696122	         0.95679	
         1.01741	        0.736257	         0.76753	        0.912164	
         0.58852	        0.308598	        0.479538	        0.883493	
       0.0281584	        0.224085	        0.820232	        0.875645	
         1.07281	         1.64289	         1.44173	         1.02454	
        0.236572	        0.206701	         1.57777	         1.22147	
        0.360178	        0.680398	         1.26137	         1.08632	
         1.71953	         1.82621	        0.693226	         1.06644	
        0.368401	        0.228188	          1.1979	        0.989937	
        0.753549	        0.626629	        0.935085	         1.12085	
        0.217415	        0.754288	        0.783908	        0.919998	
        0.746265	        0.627286	         0.73099	        0.875774	
         1.44985	        0.833119	        0.704436	        0.976109	
         1.43752	         1.02865	        0.780009	         1.01649	
        0.920512	        0.757124	        0.933729	        0.884533	
        0.121685	         1.00366	        0.881389	        0.890107	
          1.1592	        0.681212	         1.34966	         1.02294	
        0.478593	        0.434289	        0.432537	        0.848505	
        0.229919	         0.38589	        0.704564	        0.910911	
      0.00371775	        0.842591	        0.873382	        0.815968	
         1.29802	        0.902908	        0.957923	         1.22055	
         1.66823	         1.14538	         1.07251	         1.04182	
         0.52974	         1.44339	         1.01093	        0.993236	
        0.562324	        0.778329	        0.722828	        0.977252	
         1.07725	         2.40274	         1.18548	        0.984719	
         3.03418	         3.85132	         1.08424	         1.08055	
         3.38436	         2.02494	         1.39641	         1.08362	
        0.310787	        0.203563	         1.66071	         1.19606	
       0.0162852	        0.476799	         1.54799	         1.03875	
         1.33565	        0.735981	         1.04206	         1.10714	
       0.0150372	         1.37783	         1.25226	        0.982103	
         0.90708	        0.995834	        0.731758	        0.823185	
         6.75578	         3.62671	         2.03403	         1.06732	
         1.08648	        0.864424	        0.562151	        0.983662	
         1.88581	         1.20386	        0.822893	        0.939262	
         1.58921	         3.74082	         1.93969	         1.04368	
       0.0609156	        0.999095	        0.734977	        0.957883	
        0.278336	         2.35569	         1.16848	        0.971785	
       0.0644048	        0.675929	         1.19782	         1.06185	
       0.0287815	        0.242395	        0.763738	        0.944568	
         1.13414	         1.64623	        0.887515	        0.810517	
         0.94652	        0.928277	         1.47544	        0.802802	
        0.244302	        0.539677	         1.48594	         1.08542	
        0.870177	          1.1427	        0.945746	        0.913807	
        0.570038	        0.705907	        0.834006	         1.04067	
        0.791332	         0.77707	        0.797005	        0.955327	
        0.809784	        0.425986	        0.471937	         0.78419	
        0.107018	         1.20117	         1.65286	         1.08718	
        0.707094	        0.633238	         1.02758	         1.19584	
        0.487856	        0.401088	         1.06495	        0.924447	
        0.701353	        0.814327	         1.15328	         0.95049	
        0.230521	        0.115372	         1.22639	          1.0916	
      0.00505297	      0.00457769	        0.599875	        0.954328	
         2.46666	         1.94654	        0.602771	        0.896528	
         2.20374	          1.2059	        0.910201	         1.02042	
         1.97817	         1.32767	         1.00833	        0.962018	
         1.13024	         1.13399	        0.808762	        0.989526	
        0.144683	        0.397834	        0.762437	         1.00365	
         1.86335	         2.45944	         1.39495	        0.963281	
         0.27442	        0.486388	        0.614408	         1.10433	
      0.00666631	        0.285056	        0.499949	        0.997388	
         1.44971	         1.09136	         1.24059	         1.03318	
         1.77237	         0.97687	         1.91526	        0.969712	
        0.110493	         1.49694	        0.799369	        0.981305	
         2.23595	         2.31333	         1.75967	         0.99492	
          1.4371	        0.864963	         1.00101	        0.976771	
         3.18087	         2.15844	        0.731831	         0.78724	
        0.228541	        0.176229	        0.614119	        0.955775	
        0.072607	        0.142002	         1.42479	         1.07187	
        0.582722	        0.472464	         1.01832	        0.884377	
         1.24303	        0.961254	        0.594146	        0.921778	
        0.384707	        0.495951	        0.926067	         1.29425	
        0.338168	        0.314026	        0.917096	        0.847094	
         6.96772	         5.00948	         1.74176	          1.2197	
        0.281085	        0.395691	         1.01609	         1.12986	
         0.93874	        0.970117	         1.15281	          1.0369	
         1.53122	         1.47259	         1.27298	         1.15171	
        0.256638	         0.67923	        0.899147	         1.01951	
         1.59659	        0.834006	         1.22458	         1.00808	
        0.741305	        0.862213	         1.17705	         0.93763	
          0.8065	        0.673223	         1.34464	         1.01952	
        0.907187	         1.32842	        0.842855	        0.909396	
        0.736452	         1.39061	        0.848336	        0.839299	
         2.11427	         1.77234	         1.01334	        0.911499	
         1.30839	         1.14118	        0.843743	         1.07358	
        0.174909	        0.613791	        0.668916	         0.97949	
        0.733248	        0.944137	         1.05161	         1.14907	
        0.936386	        0.568761	        0.835967	        0.902874	
         1.07399	         0.70142	        0.795921	         1.08406	
         2.83093	         1.41632	         1.09198	         1.03679	
        0.640266	         1.35787	        0.846681	          1.0002	
        0.444366	         1.44507	        0.976787	         1.10179	
         2.70508	         1.48035	         1.35959	         1.13619	
         1.72829	         1.00618	        0.851756	         1.01045	
        0.390538	        0.271477	        0.793422	         0.89003	
        0.623104	           1.011	         0.94718	         1.01517	
          0.0708	        0.786895	        0.681059	        0.918393	
         4.19634	         2.77838	         1.03595	         1.12045	
         1.34939	        0.821101	         1.03853	         1.16683	
      0.00941941	       0.0227829	         0.73414	         1.00937	
        0.452115	        0.335642	        0.881702	        0.981255	
         0.43796	        0.354018	         1.15057	        0.882598	
       0.0217021	          0.3441	         0.77303	        0.770273	
          2.1228	         2.10172	         1.11287	        0.978402	
         1.40133	        0.799055	         1.26546	        0.980791	
         0.82055	        0.491253	        0.455253	        0.884152	
        0.862848	        0.629063	        0.594709	         1.18589	
          2.7034	         1.56647	         1.36704	        0.806876	
        0.719763	         2.11104	         1.33301	        0.761767	
         1.29972	          1.0214	         1.11747	        0.949981	
         2.70692	         1.86653	        0.902787	        0.996622	
         4.13986	         2.24869	        0.939048	         1.03445	
        0.200684	        0.189713	        0.962262	          0.9502	
         2.11034	         1.23545	        0.922977	         1.02495	
         0.26999	        0.496905	        0.774532	        0.971088	
        0.501602	        0.665691	        0.736512	         1.01826	
         0.15387	        0.218137	        0.650173	         1.09544	
        0.679438	        0.702444	         1.25558	         1.15298	
         1.00905	        0.968429	         1.02179	        0.935244	
         1.75537	          1.4081	         1.29884	        0.813039	
        0.215087	        0.206369	        0.727204	        0.753675	
          0.3868	        0.379223	        0.908804	        0.985598	
        0.996699	         1.28818	         1.36741	         1.05875	
          1.0515	          1.4906	         1.71272	         1.12544	
       0.0583535	         1.41197	        0.671504	        0.911043	
        0.118037	       0.0647537	        0.969705	        0.966949	
         2.32274	         1.55505	        0.911799	         0.97048	
         1.02579	        0.868168	         1.14198	        0.851995	
      0.00472844	        0.161611	        0.590919	         1.02156	
        0.599475	        0.827962	        0.944688	        0.835209	
         0.55535	        0.646391	        0.824321	          1.0481	
         0.86009	         1.06749	         1.77825	         1.20201	
        0.229547	        0.131786	         1.13513	         1.10952	
        0.374492	        0.663288	        0.535561	        0.982979	
        0.412161	        0.469805	         0.70875	        0.887676	
        0.273873	        0.163518	        0.390915	        0.767896	
        0.959019	        0.489286	        0.718985	          1.0914	
         1.05383	         1.33066	        0.823547	        0.932909	
        0.625483	        0.549386	         1.04252	        0.937387	
         1.76362	         1.48954	         1.20805	         1.14038	
        0.799434	        0.618774	         1.06452	        0.779092	
         2.51207	         1.90132	         1.41549	         1.16644	
        0.402455	        0.285009	        0.676215	        0.969563	
       0.0755451	        0.566137	         1.47312	          1.0271	
         1.04458	        0.675641	        0.757774	        0.895921	
         1.26679	        0.730255	         1.10418	        0.989856	
        0.534483	        0.570168	         1.09948	        0.876866	
       0.0901842	         1.16644	         0.78436	        0.976107	
         3.22842	         1.81891	        0.892158	        0.916894	
       0.0611313	        0.929274	        0.936869	        0.838689	
        0.299331	        0.397044	        0.839083	         1.06553	
        0.797621	         1.43127	        0.901226	        0.881409	
       0.0165722	        0.111473	        0.665883	         1.13478	
        0.393048	        0.309597	        0.750081	         1.04128	
         1.07812	        0.591248	         1.11029	        0.971089	
         1.64557	        0.895642	        0.863359	        0.977412	
         2.25061	         2.22346	         1.81096	         1.23149	
         1.52051	         0.77139	         1.23496	         1.07255	
        0.453079	        0.290734	         1.07916	         0.83688	
        0.463919	        0.903046	        0.788016	         0.88097	
      0.00108288	        0.567102	        0.763514	        0.933279	
        0.448962	        0.476686	        0.616177	        0.967071	
         1.73301	         1.61938	        0.864537	        0.856276	
         1.83235	         2.12901	         1.15813	         1.13658	
         1.91196	         2.44199	         1.24579	         1.10217	
         1.25563	         0.83642	         1.12049	         1.17609	
        0.556132	        0.439229	        0.616786	         0.97413	
         1.94641	         1.24463	         1.01531	        0.887423	
       0.0117071	        0.109819	        0.610433	        0.928908	
         1.75902	         1.05542	        0.992985	         1.09875	
         1.54392	        0.870854	         1.05596	         1.06682	
        0.299858	         0.15532	        0.563499	        0.897121	
        0.563047	        0.714246	         1.08636	        0.965273	
         1.00204	        0.546448	         1.41727	        0.980575	
        0.203823	        0.112667	        0.660083	        0.964316	
         0.72508	          1.4578	        0.967746	         1.01651	
         1.97784	         1.01138	         1.06874	        0.905694	
        0.209484	        0.311727	        0.636671	        0.954963	
         1.81642	         1.77418	        0.960524	        0.976383	
         1.79003	         1.04827	         1.26845	         1.15027	
        0.545582	        0.570795	          1.0593	        0.969599	
        0.735936	         1.28899	          1.2107	         1.10035	
        0.818586	        0.541369	         1.21365	        0.931388	
        0.600088	        0.745108	        0.836062	         1.07636	
        0.725901	         1.17028	        0.869437	        0.820232	
         2.34844	         1.81809	         1.09642	         1.02342	
        0.581206	        0.966986	         1.07372	        0.990873	
         1.10253	         1.62933	         1.59181	         1.32041	
        0.967282	        0.558835	        0.596666	        0.982243	
        0.105791	        0.558013	        0.705666	         1.08195	
         2.94481	          1.5516	        0.849838	         1.02945	
        0.943167	          1.0117	         1.00371	         1.00679	
         0.14355	        0.319529	        0.989571	        0.866613	
        0.206766	        0.936884	        0.894052	         1.02089	
        0.260459	        0.274207	        0.548168	        0.727257	
         1.38408	        0.839816	         1.00701	         1.09578	
         5.58018	         2.81729	         1.33741	        0.927844	
        0.982355	        0.928195	        0.978831	         1.12332	
        0.353952	        0.190342	         1.04895	        0.981421	
        0.403634	         1.22996	         1.43326	         1.12118	
         1.44947	         1.46079	         1.59505	         1.01448	
          3.8122	         2.37261	         1.32941	         1.00093	
        0.089631	        0.371127	        0.671805	         1.11657	
        0.440231	        0.469896	         1.19198	          1.0087	
        0.624177	        0.926816	        0.998541	         0.96461	
        0.273158	         1.36074	         1.37274	        0.988698	
        0.350407	        0.683977	        0.625646	        0.916998	
        0.214789	        0.149783	         1.05508	        0.801295	
        0.356032	        0.407271	         0.43722	        0.857032	
        0.932982	        0.843058	          1.0349	        0.985005	
         1.04704	        0.619823	         1.14974	        0.993718	
        0.989103	         1.13361	        0.762951	         1.03811	
         2.00857	         2.17825	         1.24325	         1.06885	
        0.192596	        0.431125	        0.820384	        0.920904	
         1.56193	           1.185	         1.50651	          1.0852	
         1.36382	         1.32078	        0.880986	         1.12329	
         0.17701	         1.27688	         1.02455	        0.854695	
         1.01523	         1.31462	        0.961187	        0.884133	
        0.258884	        0.312565	        0.800705	        0.840321	
         2.92872	         1.66711	         1.38699	         1.13927	
          1.3813	         1.18646	        0.830611	        0.929898	
          1.1448	        0.969712	        0.844592	         1.04446	
        0.920552	        0.966243	        0.915205	         1.18011	
         0.45928	        0.722957	        0.873682	        0.933003	
         2.11242	         1.16129	        0.859849	         1.13302	
       0.0307224	        0.412818	        0.558642	          1.0118	
         2.89348	         1.57287	        0.729604	        0.985484	
        0.243637	        0.406457	        0.993763	         0.91084	
        0.275397	        0.633344	        0.482571	         1.00306	
         1.09618	         1.24223	        0.885621	         1.02622	
      0.00666531	        0.509776	        0.735358	        0.941718	
        0.256488	        0.335059	        0.612956	        0.915999	
         2.33543	         1.19579	        0.441638	         1.01697	
         2.24034	         3.36378	         1.38146	          1.0599	
         3.03413	          1.8747	         1.12526	         1.18927	
         1.02465	        0.697908	         1.02387	        0.945043	
         1.19118	        0.823485	        0.826695	        0.943296	
         1.48855	        0.950803	        0.897334	         0.97823	
        0.894772	        0.871796	         0.73562	         1.02476	
       0.0251961	         1.32732	         1.10896	        0.977047	
       0.0913081	        0.106132	        0.554785	        0.966927	
         1.96415	         2.37552	         1.36057	        0.989846	
         1.55701	        0.947846	        0.542567	         1.02021	
        0.154307	         1.00694	        0.880696	         1.05688	
          2.0274	         1.35015	         1.06085	         0.93853	
         2.11071	         1.66404	         1.67742	         1.14126	
          1.2191	        0.935429	         1.42063	        0.978486	
        0.204913	        0.326693	         1.22292	         1.21845	
         1.86197	         2.00224	        0.951454	        0.883393	
        0.491967	        0.422392	         1.16762	         1.10606	
        0.404122	        0.488858	        0.661168	         1.02183	
        0.220154	        0.322602	        0.724192	         1.00164	
        0.126121	        0.122026	        0.648943	        0.988492	
         1.45338	         1.11463	         1.37139	         1.02566	
        0.678136	        0.493729	        0.732097	         1.09206	
         2.27116	         1.42798	         0.58598	        0.786622	
        0.511561	        0.802856	        0.852931	         1.06881	
        0.195244	        0.177173	        0.917483	         1.05078	
        0.490884	        0.401778	        0.602722	        0.971839	
        0.789544	         0.55788	        0.714878	          1.0327	
        0.967331	         2.52032	         1.51159	         1.11307	
        0.247373	        0.297908	        0.941748	        0.867849	
         0.55719	        0.864387	        0.639823	        0.799608	
        0.705476	        0.666401	         1.60825	          1.3728	
        0.846617	         2.13953	        0.951689	         1.02924	
        0.310851	        0.672839	        0.845131	         1.01646	
         1.40358	        0.826136	         1.20378	        0.972568	
          4.5188	         2.45975	         1.46031	          1.0805	
         1.05214	        0.635192	         1.04795	        0.991608	
        0.986041	         1.13616	         1.00552	        0.996451	
        0.447109	         2.03824	        0.984471	        0.903392	
         1.27633	           1.657	         1.02211	          1.2693	
        0.277061	        0.325981	         1.55451	        0.958116	
        0.546719	         0.27407	        0.677644	         1.01592	
        0.771169	        0.799186	         1.73254	         1.02311	
        0.333351	        0.297875	         0.72063	        0.847512	
         2.22438	         1.22723	         1.27887	         1.02162	
         1.50277	         2.46186	        0.823388	         1.03801	
        0.581797	        0.446063	         1.40221	         1.08616	
        0.222901	        0.364193	        0.504628	        0.924608	
        0.135765	        0.133081	         0.64506	        0.933803	
          2.2454	         1.47596	         1.18873	        0.994746	
         1.06853	        0.995681	        0.841101	        0.987383	
       0.0278974	        0.592142	         1.10874	         0.99701	
        0.166628	         1.13807	         1.16447	        0.945901	
        0.817963	         1.16002	         1.14941	        0.856302	
         1.29872	        0.662646	        0.726381	        0.968457	
        0.292576	        0.538615	         1.08496	         1.06157	
         0.69126	         1.19227	        0.875967	        0.899104	
         1.71851	         1.63632	        0.994282	        0.922856	
         1.67825	         1.26831	         1.35832	         1.11239	
        0.455372	         1.30034	         1.48386	         1.13864	
        0.169453	        0.982711	        0.966041	         1.02899	
          2.7517	         1.55291	         1.23274	         1.04829	
      0.00844214	        0.287206	        0.830214	         1.04706	
        0.920146	        0.736823	         1.58872	         1.13546	
        0.462977	        0.515979	        0.570187	        0.975121	
         0.12657	         0.24074	        0.643127	         1.03642	
         1.30468	        0.859219	        0.972696	        0.891315	
        0.408172	        0.283351	        0.769883	         1.10659	
         2.03449	         1.47195	         1.59848	         1.05806	
         1.49344	        0.807635	        0.948124	         0.89946	
         0.24972	        0.249982	        0.660894	         1.05101	
        0.514456	        0.696168	        0.837548	        0.928162	
        0.084167	         1.52586	         1.09461	         1.15425	
       0.0397633	        0.246065	        0.523496	        0.891519	
        0.168853	        0.103696	         0.40442	         1.00162	
         1.33682	        0.996506	        0.909858	         1.01396	
        0.681318	        0.365858	        0.890261	         1.00593	
          1.8272	          1.0117	         1.42238	          1.1393	
         2.24011	         1.78365	         1.07564	         1.11641	
        0.133601	        0.755545	        0.964316	        0.759767	
        0.534863	          2.1079	         1.24411	         0.99521	
        0.330383	        0.201876	        0.530366	        0.823466	
       0.0852628	        0.174352	        0.385557	        0.924186	
         0.79034	        0.406891	        0.668578	          1.0543	
        0.545736	        0.433217	        0.848166	         1.18403	
         0.96473	          1.0379	        0.538942	         1.07927	
         0.37091	        0.648107	        0.869016	        0.816007	
        0.259793	        0.154345	         1.30868	         1.03327	
        0.259827	        0.954693	        0.604401	        0.776216	
         3.37583	         2.34147	         1.63258	        0.946397	
        0.991003	        0.737926	        0.781762	        0.898202	
        0.044459	        0.635596	         1.36928	         0.90029	
        0.607096	        0.442033	         1.31168	         1.07372	
        0.790279	         1.46457	         1.14423	         1.00766	
        0.698014	        0.528861	         1.30981	         1.05094	
       0.0847849	        0.938876	         1.05815	         0.91299	
        0.115092	        0.572173	        0.716435	         1.23581	
         1.06052	          1.1439	         1.46635	         1.01031	
        0.536427	        0.454225	        0.760518	        0.828767	
        0.130456	        0.962535	         1.19883	           1.038	
        0.265888	        0.845071	        0.503291	         1.05689	
        0.871721	         1.12424	         1.39645	        0.957088	
         1.66922	         1.61517	         2.05814	         1.08588	
       0.0898451	        0.970791	        0.674528	        0.802838	
         1.57104	         1.06418	        0.772365	         1.02824	
        0.113382	        0.072177	        0.732903	        0.898254	
        0.995581	         2.76895	         1.38418	         1.22582	
        0.722366	        0.917053	        0.631537	         1.06121	
        0.069478	        0.944499	         1.05469	         1.01135	
        0.214131	         1.01315	        0.617834	        0.950877	
        0.803592	        0.925493	         1.03766	         0.96055	
        0.841974	        0.547356	        0.798406	        0.814833	
        0.035379	       0.0672885	        0.918046	         1.03152	
        0.722176	        0.560553	        0.625539	        0.868359	
         1.22739	        0.714034	        0.513568	        0.941631	
       0.0641865	        0.625955	         1.25933	        0.888901	
        0.641616	         2.81274	         1.06675	        0.971565	
        0.367814	        0.350265	        0.485494	        0.852337	
        0.389202	         0.52826	        0.652549	         0.84845	
         1.02079	         1.06456	        0.867371	        0.877528	
        0.192817	         1.23185	          1.1516	         1.25223	
        0.727864	         0.63095	        0.808837	         1.11221	
        0.380461	         0.55043	        0.873152	        0.798254	
        0.912613	         1.00752	        0.853242	        0.920977	
        0.421081	        0.249501	         0.92586	         1.04912	
         3.61903	         2.07083	        0.910986	         1.28468	
         1.11175	         1.95582	         1.78015	         1.34209	
         2.92409	         2.25262	        0.847675	        0.904396	
         3.26825	         1.76639	        0.884434	        0.869654	
        0.794544	        0.447722	        0.903525	         0.96811	
        0.592108	        0.331707	        0.890404	        0.992187	
        0.677983	        0.551667	        0.585198	        0.939984	
       0.0839241	          2.0846	          1.2668	        0.851355	
        0.150892	        0.549821	        0.990856	         1.06931	
        0.237889	        0.329985	        0.955803	         1.05657	
       0.0405828	        0.684369	         1.37976	        0.966677	
         0.18972	         0.70644	         1.15674	         1.01976	
          1.2588	         1.21949	        0.984591	         0.97172	
        0.739829	        0.447598	         1.05828	         1.06895	
        0.652037	        0.516855	         1.11941	          1.1642	
